1372,0.285845,47.947405,5.860,Cas,B
1473,0.305463,36.785224,4.510,And,A
1493,0.310625,31.517227,5.880,And,A
1630,0.340111,30.935614,5.890,And,B
1647,0.344178,-69.624913,5.500,Tuc,B
1657,0.345978,32.911186,5.790,And,K
1686,0.352017,37.968603,5.160,And,F
1706,0.357986,-77.426873,5.960,Hyi,K
1708,0.358665,-28.981469,5.180,Scl,K
1728,0.362853,-20.058024,5.610,Cet,M
1921,0.404348,52.019914,5.580,Cas,B
1960,0.413193,61.831057,5.380,Cas,B
1982,0.418445,53.046786,5.720,Cas,B
2006,0.423391,1.939692,5.770,Psc,G
2159,0.454085,-25.547170,5.990,Scl,K
2210,0.465472,-33.007167,4.860,Scl,M
2219,0.467475,17.893125,5.010,Psc,M
2225,0.470454,44.394452,5.180,And,A
2240,0.474027,-39.915002,5.420,Phe,M
2353,0.500655,-3.957332,5.720,Cet,M
2355,0.502045,29.751557,5.200,And,A
2377,0.505534,59.977554,5.940,Cas,B
2381,0.506293,-23.787680,5.170,Cet,A
2383,0.507242,-48.214910,5.670,Phe,F
2472,0.523594,-48.803514,4.760,Phe,A
2475,0.523787,33.581642,5.880,And,K
2487,0.525946,-62.965561,4.530,Tuc,A
2497,0.528105,52.839526,5.590,Cas,K
2505,0.529539,54.522289,4.740,Cas,B
2548,0.539939,6.955463,5.690,Psc,B
2568,0.543189,20.294316,5.380,Psc,K
2578,0.545512,-63.031500,5.070,Tuc,A
2599,0.549997,62.931783,4.170,Cas,B
2611,0.552879,54.894985,5.930,Cas,K
2661,0.561401,-29.558278,5.550,Scl,K
2711,0.574374,-52.373090,5.570,Phe,F
2762,0.587466,-3.592846,5.200,Cet,F
2787,0.592454,-0.505610,5.940,Cet,F
2802,0.594767,-48.000907,5.510,Phe,F
2854,0.602306,54.168450,5.080,Cas,B
2876,0.607595,60.326215,5.780,Cas,A
2900,0.612903,44.488587,5.140,And,K
2903,0.613142,15.231725,5.890,Psc,B
2912,0.614680,33.719344,4.340,And,B
2920,0.616188,53.896909,3.690,Cas,B
2941,0.622393,-24.767267,5.570,Cet,K
2942,0.622561,35.399501,5.450,And,G
3031,0.642602,29.311751,4.340,And,G
3083,0.652748,49.354589,5.450,Cas,K
3093,0.656063,21.250472,5.880,Psc,K
3137,0.664428,-44.796293,6.000,Phe,K
3138,0.665436,21.438495,5.360,Psc,F
3170,0.673659,-59.454604,5.890,Tuc,G
3193,0.678437,-4.351841,5.900,Cet,K
3231,0.685330,39.458664,5.300,And,G
3245,0.688766,-46.085007,4.590,Phe,G
3277,0.696210,-56.501315,5.720,Phe,A
3299,0.700953,66.147592,5.830,Cas,G
3300,0.701081,50.512526,4.800,Cas,B
3330,0.707869,-65.468030,5.380,Tuc,F
3352,0.711609,-60.262807,5.990,Tuc,K
3405,0.722567,-57.463060,4.360,Phe,A
3414,0.724466,47.024546,4.950,Cas,A
3455,0.736500,-10.609550,4.770,Cet,K
3456,0.736683,-38.421686,5.900,Scl,K
3478,0.740612,47.863984,5.660,Cas,B
3504,0.745420,48.284364,4.480,Cas,B
3505,0.745666,-22.006135,5.220,Cet,F
3521,0.749187,-42.676558,5.940,Phe,A
3544,0.754774,55.221396,5.410,Cas,A
3572,0.760862,74.988073,5.640,Cas,A
3583,0.762650,-47.551985,5.800,Phe,G
3607,0.769929,-22.522097,5.490,Cet,G
3632,0.775822,15.475504,5.360,Psc,M
3675,0.783738,11.973849,5.510,Psc,G
3693,0.788981,24.267178,4.080,And,K
3697,0.789898,6.740956,5.980,Psc,G
3717,0.795339,-18.061339,5.700,Cet,K
3721,0.796119,74.847573,5.420,Cas,B
3741,0.800296,-21.722492,5.570,Cet,B
3750,0.802487,72.674482,5.860,Cas,K
3765,0.806382,5.280615,5.740,Psc,K
3781,0.809777,-74.923438,5.090,Hyi,K
3786,0.811373,7.585079,4.440,Psc,K
3801,0.813892,50.968168,4.900,Cas,B
3810,0.816308,16.940644,5.070,Psc,F
3821,0.818260,57.815187,3.460,Cas,G
3834,0.820540,-24.136672,5.900,Cet,K
3849,0.823782,-13.561274,5.590,Cet,K
3885,0.831433,27.710286,5.550,Psc,F
3909,0.835443,-10.644326,5.170,Cet,F
3949,0.844768,-50.986816,5.240,Phe,F
3951,0.845442,64.247549,5.350,Cas,A
4104,0.877951,-24.005844,5.470,Cet,K
4147,0.883471,-1.144260,4.780,Cet,M
4151,0.884511,61.123970,4.800,Cas,F
4200,0.893839,-62.871352,5.730,Tuc,M
4267,0.909785,19.188417,5.800,Psc,A
4283,0.914667,83.707435,5.590,Cep,A
4288,0.916139,23.628335,5.460,And,K
4292,0.916715,58.972698,4.830,Cas,K
4293,0.916751,-69.527084,5.450,Tuc,G
4346,0.928444,-7.347149,5.880,Cet,K
4371,0.933747,-11.266526,5.350,Cet,K
4422,0.944432,59.181056,4.620,Cas,G
4440,0.946377,60.362836,5.560,Cas,B
4463,0.953445,23.417648,4.400,And,G
4510,0.963931,28.992217,5.440,Psc,G
4552,0.970615,33.950885,5.990,And,K
4572,0.975285,66.351793,5.970,Cas,A
4587,0.978852,-11.379975,5.620,Cet,G
4675,1.000988,44.713243,5.690,And,B
4770,1.021740,-38.916527,5.590,Scl,K
4852,1.040674,-31.552005,5.500,Scl,A
4890,1.046997,-46.397311,5.390,Phe,G
4903,1.048407,41.345157,5.950,And,A
4914,1.050705,-4.836601,5.400,Cet,K
4962,1.060280,61.074823,5.920,Cas,F
4998,1.067330,52.502161,5.990,Cas,K
5021,1.072084,61.580184,5.830,Cas,F
5081,1.084821,14.946133,5.640,Psc,F
5131,1.094709,21.473181,5.330,Psc,A
5132,1.094919,21.465442,5.550,Psc,A
5164,1.101430,-9.839354,5.580,Cet,A
5268,1.121838,-61.775289,5.360,Tuc,G
5296,1.129502,-9.785550,5.710,Cet,F
5300,1.129957,-41.486916,5.210,Phe,A
5310,1.132544,20.739113,5.560,Psc,A
5317,1.133559,43.942092,5.040,And,A
5336,1.137477,54.920340,5.170,Cas,G
5346,1.139500,5.649819,5.510,Psc,F
5361,1.142627,58.263449,5.770,Cas,B
5372,1.145613,86.257090,4.240,Cep,K
5434,1.158368,47.241792,4.260,And,B
5454,1.163667,19.658408,5.570,Psc,G
5493,1.171880,42.081475,5.670,And,F
5494,1.172070,25.457763,5.810,Psc,K
5510,1.175987,2.445670,5.970,Cet,K
5518,1.177579,68.778621,5.320,Cas,A
5542,1.185017,55.149901,4.340,Cas,A
5544,1.185213,31.424736,5.150,Psc,F
5550,1.186189,37.724121,5.800,And,B
5566,1.190428,64.202677,5.560,Cas,B
5571,1.190894,21.034650,4.660,Psc,K
5586,1.194342,30.089638,4.510,Psc,K
5589,1.194829,65.018854,5.570,Cas,B
5594,1.195419,-2.251079,5.930,Cet,K
5626,1.204601,79.673963,5.600,Cep,A
5661,1.212616,-37.856479,5.950,Scl,A
5737,1.228857,7.575354,5.210,Psc,A
5778,1.235453,16.133479,5.970,Psc,B
5799,1.240011,-7.922826,5.140,Cet,F
5833,1.246992,-0.973795,5.700,Cet,F
5862,1.253043,-45.531664,4.970,Phe,F
5896,1.262704,-68.875927,4.250,Tuc,F
5926,1.269972,71.743842,5.870,Cas,K
5951,1.276747,-2.500368,5.420,Cet,G
6061,1.296654,3.614466,5.130,Psc,A
6226,1.330082,-0.509029,5.870,Cet,A
6242,1.334699,58.231611,4.950,Cas,F
6315,1.352047,28.738207,5.230,Psc,K
6411,1.372337,45.528778,4.870,And,K
6492,1.390264,20.468967,5.970,Psc,K
6502,1.391933,-30.945617,5.840,Scl,M
6514,1.394612,37.714943,5.600,And,A
6564,1.405695,-6.914656,5.920,Cet,F
6592,1.411329,-41.492549,5.420,Phe,K
6631,1.418136,-64.369478,5.920,Hyi,M
6670,1.427009,-14.598796,4.900,Cet,K
6692,1.432208,68.130012,4.720,Cas,K
6706,1.437573,19.172346,5.350,Psc,F
6711,1.438517,43.457739,5.980,And,F
6732,1.444910,19.240422,5.500,Psc,K
6748,1.447657,-13.056512,5.510,Cet,F
6813,1.460915,45.406687,4.830,And,F
6960,1.493370,-21.629339,5.110,Cet,A
6999,1.501695,47.007274,5.270,And,K
7016,1.506362,-26.207851,5.920,Scl,K
7078,1.520444,70.264604,5.820,Cas,F
7118,1.528680,-30.283081,5.790,Scl,K
7213,1.548903,-36.865231,5.490,Scl,K
7251,1.557142,58.327334,5.690,Cas,K
7276,1.561899,-7.025341,5.750,Cet,G
7294,1.565528,59.232040,4.680,Cas,K
7321,1.571279,37.237146,5.900,And,B
7345,1.577160,-15.676359,5.620,Cet,A
7359,1.580296,18.460512,5.900,Psc,M
7447,1.598542,17.433841,5.950,Psc,F
7450,1.599713,-15.400183,5.410,Cet,K
7463,1.602361,-29.907317,5.690,Scl,F
7513,1.613299,41.405459,4.100,And,F
7535,1.618310,12.141535,5.540,Psc,F
7568,1.624389,-84.769593,5.660,Oct,K
7601,1.631959,-82.974995,5.880,Oct,G
7607,1.633205,48.628213,3.590,And,K
7617,1.635435,57.977631,5.550,Cas,G
7643,1.640968,-36.528251,5.940,Scl,K
7650,1.641926,73.040040,5.280,Cas,G
7679,1.647718,-21.275384,5.580,Cet,F
7719,1.655835,44.386165,5.010,And,G
7740,1.661338,16.405858,5.980,Psc,K
7751,1.663169,-56.196400,5.760,Eri,K
7818,1.676337,40.577049,4.960,And,B
7825,1.677674,43.297687,5.630,And,A
7906,1.694233,30.047120,5.970,Tri,K
7916,1.695787,-11.324669,5.750,Cet,F
7918,1.696383,42.613369,4.960,And,G
7921,1.696655,-60.789339,5.700,Hyi,K
7941,1.700833,-36.832305,5.700,Scl,A
7943,1.700968,35.245707,5.630,Tri,B
7955,1.702389,-32.326970,5.250,Scl,K
7965,1.705688,68.043021,5.570,Cas,A
7978,1.708125,-53.740834,5.520,Eri,F
7981,1.708270,20.268504,5.240,Psc,K
7999,1.712086,-3.690200,4.980,Cet,K
8016,1.715493,70.622526,5.180,Cas,B
8046,1.722151,60.551332,5.780,Cas,B
8068,1.727675,50.688732,4.010,Per,B
8209,1.760763,-25.052610,5.290,Scl,F
8230,1.766461,-5.733299,5.370,Cet,K
8240,1.768320,-50.816256,5.490,Phe,M
8241,1.768392,-53.522037,5.040,Eri,A
8362,1.795668,63.852501,5.630,Cas,K
8387,1.803038,16.955551,5.860,Ari,B
8404,1.807227,3.685447,5.910,Psc,G
8423,1.810808,37.952870,5.940,And,K
8433,1.811550,32.690210,5.780,Tri,F
8497,1.826418,-10.686410,4.660,Cet,F
8544,1.835714,22.275338,5.830,Ari,K
8588,1.847770,11.043378,5.920,Ari,F
8593,1.848459,-50.206138,5.940,Phe,A
8598,1.849198,51.933417,5.960,Per,F
8704,1.866476,55.147385,5.530,Per,B
8714,1.869268,50.792794,5.700,Per,B
8778,1.881142,-16.929250,5.780,Cet,F
8814,1.888152,40.729790,5.420,And,K
8882,1.906122,-42.496950,5.120,Phe,A
8928,1.915572,-67.647303,4.680,Hyi,G
8993,1.930844,23.577322,5.760,Ari,K
9001,1.931800,37.277786,5.890,And,K
9009,1.933337,68.685242,4.970,Cas,B
9021,1.935927,37.251830,5.690,And,G
9061,1.944499,-22.526785,4.920,Cet,K
9095,1.952792,-47.385277,4.820,Phe,G
9110,1.955848,17.817532,5.090,Ari,K
9132,1.962151,27.804381,5.840,Tri,M
9153,1.965478,23.596061,4.790,Ari,F
9222,1.975973,49.204352,5.700,Per,K
9307,1.993244,21.058570,5.890,Ari,K
9312,1.993892,64.621602,5.290,Cas,A
9313,1.994118,-42.030532,5.570,Phe,K
9326,1.996166,-20.824539,5.430,Cet,M
9347,2.000084,-21.077831,3.990,Cet,K
9353,2.002544,3.097015,5.890,Psc,G
9372,2.007451,-8.523873,5.430,Cet,M
9440,2.020759,-30.001830,5.340,For,G
9459,2.028440,-44.713509,5.150,Phe,K
9480,2.032644,70.907020,4.490,Cas,A
9505,2.038359,54.487541,4.990,Per,B
9533,2.043077,13.476716,5.970,Ari,M
9564,2.047913,64.901466,6.000,Cas,A
9570,2.049433,33.284135,5.500,Tri,A
9572,2.049602,-15.305932,5.870,Cet,K
9573,2.050052,64.390018,5.590,Cas,B
9589,2.053236,0.128507,5.420,Cet,A
9598,2.057268,72.421294,3.950,Cas,A
9621,2.060927,25.935471,5.640,Ari,F
9622,2.061247,-4.103516,5.610,Cet,K
9631,2.063381,-0.340251,5.960,Cet,G
9677,2.074844,-29.296819,4.680,For,B
9727,2.085315,77.281341,5.270,Cas,F
9763,2.092103,76.115060,5.220,Cas,G
9836,2.109423,22.648317,5.030,Ari,A
9977,2.141454,37.859077,4.780,And,A
9990,2.144606,58.423601,5.660,Per,A
10035,2.152584,-43.516596,5.840,Phe,K
10053,2.157036,25.939892,4.980,Ari,F
10155,2.177109,19.500338,5.680,Ari,M
10212,2.189189,8.569805,5.640,Cet,G
10215,2.189507,-10.052162,6.000,Cet,F
10234,2.193287,-1.825429,5.940,Cet,G
10280,2.206191,30.303067,4.940,Tri,F
10296,2.210427,24.167778,5.960,Ari,K
10305,2.213206,-2.393637,5.650,Cet,F
10306,2.213355,21.210993,5.230,Ari,F
10320,2.215130,-30.723825,5.270,For,A
10326,2.216940,-21.000137,5.860,Cet,K
10328,2.217584,15.279860,5.720,Ari,M
10340,2.220369,44.231652,4.840,And,K
10366,2.226728,51.065818,5.310,Per,G
10418,2.237366,-67.841441,5.570,Hyi,M
10440,2.242208,-41.166765,5.910,Phe,G
10513,2.257940,-67.746366,5.670,Hyi,K
10535,2.261884,25.043043,5.570,Ari,F
10540,2.262789,25.782937,5.790,Ari,F
10642,2.283068,-6.422116,5.510,Cet,G
10644,2.284191,34.224231,4.840,Tri,G
10670,2.288573,33.847194,4.030,Tri,A
10718,2.299960,57.899820,5.750,Per,K
10723,2.300400,1.757802,5.600,Cet,G
10729,2.301275,57.516321,5.990,Per,G
10732,2.302094,19.901164,5.580,Ari,A
10793,2.315831,28.642674,5.290,Tri,A
10819,2.321337,47.379973,5.310,And,A
10871,2.331739,-55.944796,5.810,Hor,K
10944,2.349499,50.151466,5.570,And,B
11021,2.365730,0.395675,5.290,Cet,M
11029,2.367092,-10.777534,5.430,Cet,F
11033,2.368051,-17.662169,5.890,Cet,K
11046,2.370110,-0.884852,5.420,Cet,F
11060,2.372621,55.845653,5.160,Per,A
11072,2.375704,-23.816326,5.190,For,G
11090,2.380644,41.396297,5.810,And,F
11095,2.381230,-73.645792,5.990,Hyi,K
11102,2.381852,-51.092129,5.900,Eri,A
11220,2.406919,50.006546,5.190,And,G
11249,2.413627,10.610565,5.480,Ari,B
11258,2.414987,-60.311947,5.360,Hor,F
11313,2.427060,50.278631,4.730,And,K
11348,2.433431,-15.341247,5.880,Cet,A
11381,2.443115,-20.042617,5.890,Cet,K
11432,2.457715,31.801280,5.550,Tri,K
11477,2.467139,-33.811039,5.130,For,A
11486,2.469439,29.669330,5.290,Tri,F
11548,2.480139,29.931760,5.890,Tri,G
11569,2.484437,67.402474,4.460,Cas,A
11670,2.508986,25.235036,5.880,Ari,F
11687,2.512556,0.255749,6.000,Cet,A
11738,2.525027,2.267182,5.270,Cet,K
11757,2.527834,-79.109382,5.270,Hyi,G
11784,2.535045,36.147271,5.150,Tri,K
11791,2.535950,-1.034896,5.360,Cet,G
11840,2.547952,34.542410,5.840,Tri,K
11843,2.548372,15.034554,6.000,Ari,F
11867,2.551952,-34.649967,5.910,For,K
11918,2.564085,-28.232343,4.960,For,B
12002,2.578507,-7.859445,5.740,Cet,K
12072,2.594095,37.312263,5.720,And,K
12086,2.596336,34.687558,5.380,Tri,M
12107,2.600013,-7.831597,5.530,Cet,M
12114,2.601357,6.886870,5.790,Cet,K
12122,2.602574,-30.044978,5.740,For,G
12148,2.609742,7.730026,5.810,Cet,K
12153,2.610531,12.447639,5.640,Ari,F
12181,2.615879,38.733581,5.910,And,F
12186,2.616281,-34.577977,5.780,For,G
12225,2.623425,-52.543086,5.300,Hor,A
12239,2.626676,65.745336,5.800,Cas,K
12247,2.628278,-3.396175,5.650,Cet,G
12273,2.633909,72.818252,5.170,Cas,G
12288,2.638515,-30.194062,5.840,For,F
12332,2.646943,21.961408,5.450,Ari,A
12444,2.670117,-9.452875,5.790,Cet,F
12489,2.678075,27.060943,5.300,Ari,A
12530,2.687222,-0.695653,5.720,Cet,F
12562,2.692814,-14.549276,5.980,Cet,F
12608,2.701834,-38.383686,5.990,For,G
12623,2.704144,40.193944,4.910,Per,F
12640,2.706094,20.011465,5.740,Ari,A
12653,2.709265,-50.800294,5.400,Hor,G
12686,2.716528,53.526105,5.850,Per,K
12692,2.717451,55.106019,5.760,Per,B
12719,2.724198,27.707146,4.650,Ari,B
12768,2.734766,44.297040,5.430,Per,G
12777,2.736634,49.228448,4.100,Per,F
12803,2.742493,15.311862,5.780,Ari,B
12821,2.747133,67.824630,5.950,Cas,A
12832,2.749328,12.445761,5.170,Ari,A
12871,2.757629,-63.704553,5.730,Hor,G
12876,2.759048,-67.616617,4.830,Hyi,A
13055,2.796568,81.448475,5.800,Cep,G
13061,2.798480,29.247118,4.520,Ari,K
13108,2.808913,18.283790,5.830,Ari,K
13121,2.812750,25.188064,5.890,Ari,A
13141,2.817062,-62.806521,5.250,Hor,A
13165,2.821544,17.464309,5.260,Ari,B
13202,2.831716,-27.941981,5.390,For,A
13225,2.837438,-35.843636,5.920,For,K
13244,2.841255,-75.066947,4.760,Hyi,K
13265,2.844557,-35.675849,5.480,For,K
13288,2.850645,-21.004019,4.760,Eri,K
13327,2.858218,15.082071,5.520,Ari,B
13328,2.858566,35.059741,4.560,Per,K
13339,2.861594,46.841939,5.860,Per,G
13367,2.866319,68.888497,5.940,Cas,F
13473,2.892885,-38.437004,5.930,For,F
13479,2.893144,-22.376308,5.930,Eri,G
13490,2.895168,38.337488,5.340,Per,F
13531,2.904295,52.762479,3.930,Per,G
13654,2.930138,18.331640,5.760,Ari,M
13665,2.932452,61.521138,5.590,Cas,F
13679,2.937158,8.381563,5.970,Cet,F
13702,2.940596,18.023119,5.580,Ari,F
13717,2.943729,-3.712320,5.160,Eri,A
13775,2.954801,31.934219,5.100,Per,B
13782,2.956600,-23.862164,5.440,Eri,A
13834,2.968114,20.668733,5.800,Ari,F
13835,2.968258,-23.606012,5.820,Eri,K
13874,2.978355,-2.782877,5.220,Eri,A
13879,2.979352,39.662728,4.680,Per,A
13884,2.979939,-64.071284,4.980,Hor,A
13905,2.984356,35.183128,4.940,Per,K
13914,2.986868,21.340429,4.630,Ari,A
13942,2.993381,-25.274133,5.690,For,F
13949,2.994410,41.032941,5.890,Per,K
13951,2.994767,-2.464952,5.560,Eri,B
13965,2.997164,47.220693,5.470,Per,G
14036,3.012261,10.870388,5.930,Ari,K
14043,3.014501,52.351744,5.240,Per,B
14060,3.019451,-7.663012,5.750,Eri,K
14086,3.027115,-28.091554,5.880,For,G
14109,3.031706,26.462354,5.910,Ari,A
14110,3.032255,-9.961407,5.840,Eri,G
14131,3.037615,-71.902457,5.510,Hyi,B
14143,3.039588,4.352884,5.620,Cet,B
14168,3.045076,-7.685472,5.320,Eri,K
14187,3.048849,-46.975036,5.810,Eri,K
14293,3.071254,-7.600857,5.260,Eri,A
14376,3.090747,25.255174,5.450,Ari,B
14382,3.092338,56.705719,4.770,Per,K
14417,3.102203,79.418535,5.490,Cep,F
14439,3.106579,13.187250,5.640,Ari,K
14456,3.109303,-6.088555,5.230,Eri,M
14502,3.121947,64.057594,5.890,Cas,B
14521,3.125541,-78.989244,5.670,Hyi,F
14632,3.151005,49.613278,4.050,Per,G
14668,3.158258,44.857544,3.790,Per,K
14677,3.160206,29.077080,5.740,Ari,B
14764,3.177443,11.872627,5.970,Ari,B
14817,3.188163,39.611582,4.610,Per,K
14838,3.193822,19.726677,4.350,Ari,K
14844,3.195229,81.470710,5.920,Cep,A
14862,3.198957,74.393659,4.850,Cas,A
14893,3.203957,27.256968,5.780,Ari,B
14913,3.207146,-44.419660,5.920,Eri,F
14915,3.207324,6.660883,5.550,Cet,K
14930,3.209209,-57.321549,5.710,Hor,M
14954,3.212899,-1.196101,5.070,Cet,F
15004,3.223297,48.176953,5.930,Per,G
15110,3.248360,21.044441,4.870,Ari,A
15154,3.255677,30.556689,5.610,Ari,A
15192,3.263325,57.140620,5.790,Per,A
15201,3.265951,-77.388454,5.510,Hyi,F
15219,3.270057,50.937664,5.040,Per,G
15241,3.276442,32.184018,5.980,Per,G
15305,3.290722,-47.751664,5.840,Hor,K
15330,3.295903,-62.575322,5.530,Ret,G
15334,3.296042,39.283373,5.970,Per,A
15338,3.296485,44.025024,5.490,Per,B
15357,3.300717,-28.797075,5.930,For,F
15371,3.303309,-62.506363,5.240,Ret,G
15382,3.306140,-22.511118,4.860,Eri,K
15383,3.306229,-0.930288,5.620,Cet,K
15404,3.310482,50.222174,5.160,Per,B
15411,3.311429,-18.559794,5.720,Eri,F
15416,3.312174,34.222653,4.850,Per,K
15444,3.318787,50.094966,5.050,Per,B
15457,3.322693,3.370198,4.840,Cet,G
15479,3.326363,-24.122902,5.630,For,M
15514,3.332166,27.071134,5.910,Ari,G
15520,3.333129,65.652292,4.740,Cam,B
15547,3.338783,77.734740,5.440,Cep,A
15549,3.338989,29.048458,4.470,Ari,K
15619,3.351890,3.675620,5.700,Cet,G
15627,3.353784,21.147086,5.270,Ari,B
15643,3.356670,-23.635135,5.500,Eri,G
15648,3.357381,43.329651,4.960,Per,A
15669,3.364577,49.070905,5.940,Per,F
15696,3.369970,27.607553,5.550,Ari,G
15737,3.379234,20.742069,5.100,Ari,K
15770,3.386997,49.213269,5.320,Per,B
15861,3.405132,24.724063,5.500,Ari,K
15876,3.408249,33.535962,5.780,Per,A
15890,3.411267,64.585996,5.130,Cam,M
15968,3.426737,-69.336436,5.960,Hyi,F
16029,3.439590,-27.317479,5.930,For,K
16083,3.452820,9.732680,3.730,Tau,B
16112,3.459281,-35.681323,5.710,For,K
16142,3.466930,-11.286600,5.740,Eri,K
16147,3.467517,49.062866,4.990,Per,B
16168,3.472416,33.807557,5.720,Per,A
16210,3.481200,49.848384,5.580,Per,B
16244,3.489456,49.508948,4.670,Per,B
16245,3.489558,-62.937527,4.710,Ret,F
16263,3.493341,-12.674737,5.570,Eri,A
16281,3.498540,58.878750,4.550,Cam,A
16285,3.498656,-42.634256,5.760,Eri,A
16290,3.499700,-78.351850,5.680,Men,G
16292,3.500057,55.451808,5.090,Cam,A
16322,3.506797,11.336442,5.140,Tau,A
16335,3.509579,47.995216,4.360,Per,K
16339,3.510260,-47.375125,5.980,Hor,A
16340,3.510262,48.103596,5.820,Per,B
16341,3.510294,-5.075145,4.740,Eri,B
16358,3.512617,6.188703,5.930,Tau,G
16368,3.514359,-66.489714,5.810,Ret,B
16369,3.514549,12.936678,4.140,Tau,K
16470,3.535721,48.023476,5.470,Per,B
16489,3.538820,84.911040,5.620,Cep,G
16499,3.540631,46.056862,5.300,Per,F
16509,3.542992,-50.378646,5.670,Hor,K
16511,3.543319,9.373438,5.760,Tau,B
16518,3.544449,35.461729,5.910,Per,B
16591,3.559731,39.899478,5.790,Per,A
16599,3.560855,54.974857,5.980,Cam,A
16664,3.574062,24.464393,5.950,Tau,A
16780,3.599352,-11.193782,5.560,Eri,G
16803,3.604837,-17.467064,5.240,Eri,B
16826,3.608159,48.192634,4.320,Per,B
16846,3.613136,0.587758,5.820,Tau,G
16852,3.614551,0.401662,4.290,Tau,F
16870,3.618244,-40.274545,4.570,Eri,K
16989,3.641459,-7.391863,5.860,Eri,G
17027,3.650310,-5.626210,5.970,Eri,K
17103,3.664201,3.056863,5.550,Tau,G
17167,3.677315,-5.210706,5.530,Eri,B
17203,3.685515,37.580198,5.550,Per,B
17296,3.702594,63.216806,5.060,Cam,M
17304,3.704139,-31.938361,4.990,For,B
17309,3.705263,19.700254,5.680,Tau,B
17313,3.706291,33.965026,4.970,Per,B
17342,3.711871,59.969391,5.740,Cam,K
17351,3.713908,-37.313518,4.590,Eri,K
17395,3.726065,-10.485661,5.590,Eri,A
17457,3.741808,-1.163091,5.240,Eri,B
17460,3.742062,36.460103,5.600,Per,A
17489,3.746726,24.289470,5.450,Tau,B
17499,3.747927,24.113339,3.720,Tau,B
17506,3.749027,-0.296720,5.560,Eri,K
17527,3.752705,24.839260,5.660,Tau,B
17529,3.753232,42.578549,3.770,Per,F
17531,3.753470,24.467278,4.300,Tau,B
17534,3.754410,-47.359476,5.720,Hor,K
17563,3.761234,6.049991,5.340,Tau,B
17573,3.763779,24.367748,3.870,Tau,B
17579,3.765132,24.554511,5.760,Tau,B
17584,3.766460,45.681899,5.660,Per,B
17585,3.766907,67.201605,5.790,Cam,F
17587,3.767314,63.345047,4.780,Cam,A
17593,3.769037,-12.101589,4.430,Eri,M
17595,3.769267,6.803520,5.910,Tau,G
17608,3.772104,23.948358,4.140,Tau,B
17618,3.774286,-29.338157,5.910,For,A
17702,3.791410,24.105137,2.850,Tau,B
17717,3.794347,-23.874677,5.240,Eri,A
17738,3.798900,-30.167882,5.520,For,G
17771,3.804519,11.143294,5.080,Tau,B
17776,3.805782,23.421250,5.440,Tau,B
17798,3.809918,-20.902977,5.810,Eri,K
17805,3.810821,0.227857,5.910,Eri,K
17846,3.818922,43.963095,5.950,Per,A
17851,3.819782,24.136712,5.050,Tau,B
17854,3.820476,70.871050,5.400,Cam,A
17884,3.825357,65.525972,4.390,Cam,M
17886,3.825748,33.091382,5.140,Per,A
17891,3.826836,63.296967,5.820,Cam,A
17932,3.834564,44.967856,5.650,Per,G
17954,3.838593,25.579362,5.240,Tau,A
18081,3.864922,34.359119,5.780,Per,B
18089,3.866730,6.534907,5.660,Tau,B
18141,3.878238,-5.361259,5.480,Eri,B
