Dor,19893
Dor,21281
Dor,26069
Dor,27100
Dor,27890
Dra,56211
Dra,61281
Dra,68756
Dra,75458
Dra,78527
Dra,80331
Dra,83895
Dra,85670
Dra,85829
Dra,87585
Dra,87833
Dra,89937
Dra,94376
Dra,97433
Equ,104521
Equ,104858
Equ,104987
Equ,105570
Eri,7588
Eri,9007
Eri,10602
Eri,11407
Eri,12413
Eri,12486
Eri,12843
Eri,13701
Eri,13847
Eri,14146
Eri,15197
Eri,15474
Eri,15510
Eri,16537
Eri,16611
Eri,17378
Eri,17651
Eri,17797
Eri,17874
Eri,20042
Eri,20535
Eri,21393
Eri,21444
Eri,21594
Eri,22109
Eri,22701
Eri,23875
Eri,23972
For,13147
For,14879
Gem,28734
Gem,29655
Gem,30343
Gem,30883
Gem,31681
Gem,32246
Gem,32362
Gem,33018
Gem,34088
Gem,34693
Gem,35350
Gem,35550
Gem,36046
Gem,36850
Gem,36962
Gem,37740
Gem,37826
Gru,108085
Gru,109111
Gru,109268
Gru,110997
Gru,112122
Gru,112623
Gru,113638
Gru,114131
Gru,114421
Her,77760
Her,79992
Her,80170
Her,80816
Her,81126
Her,81693
Her,81833
Her,83207
Her,84379
Her,84380
Her,84606
Her,85112
Her,85693
Her,86414
Her,86974
Her,87808
Her,87933
Her,88794
Hor,12484
Hor,14240
Hor,19747
Hya,42313
Hya,42402
Hya,42799
Hya,43109
Hya,43234
Hya,43813
Hya,45336
Hya,46390
Hya,46509
Hya,46776
Hya,48356
Hya,49841
Hya,51069
Hya,52943
Hya,56343
Hya,57936
Hya,64166
Hya,64962
Hyi,2021
Hyi,9236
Hyi,11001
Hyi,12394
Hyi,17678
Ind,101772
Ind,103227
Ind,105319
Lac,109937
Lac,110538
Lac,110609
Lac,111022
Lac,111104
Lac,111169
Leo,47908
Leo,48455
Leo,49583
Leo,49669
Leo,50335
Leo,50583
Leo,54872
Leo,54879
Leo,57632
Lep,23685
Lep,24244
Lep,24305
Lep,24327
Lep,24845
Lep,24873
Lep,25606
Lep,25985
Lep,27072
Lep,27288
Lep,27654
Lep,28103
Lep,28910
Lib,72622
Lib,73714
Lib,74785
Lib,76333
Lib,77853
LMi,46952
LMi,49593
LMi,51233
LMi,53229
Lup,70576
Lup,71536
Lup,71860
Lup,73273
Lup,74395
Lup,75141
Lup,75177
Lup,76297
Lup,76552
Lup,77634
Lup,78384
Lup,78970
Lyn,30060
Lyn,33449
Lyn,36145
Lyn,41075
Lyn,44248
Lyn,44700
Lyn,45688
Lyn,45860
Lyr,91262
Lyr,91971
Lyr,92420
Lyr,92791
Lyr,93194
Men,21949
Men,25918
Mic,102831
Mic,103738
Mic,105140
Mon,29151
Mon,29651
Mon,30419
Mon,30867
Mon,34769
Mon,37447
Mon,39863
Mus,57363
Mus,61199
Mus,61585
Mus,62322
Nor,78639
Nor,79509
Nor,80000
Nor,80582
Oct,70638
Oct,107089
Oct,112405
Oph,79882
Oph,81377
Oph,83000
Oph,84012
Oph,85755
Oph,86032
Oph,86742
Ori,22449
Ori,22509
Ori,22549
Ori,22730
Ori,22845
Ori,23123
Ori,24436
Ori,25336
Ori,25930
Ori,26207
Ori,26311
Ori,26727
Ori,27366
Ori,27913
Ori,27989
Ori,28614
Ori,28691
Ori,29038
Ori,29426
Pav,86929
Pav,88866
Pav,90098
Pav,91792
Pav,92609
Pav,93015
Pav,98495
Pav,99240
Pav,100751
Pav,102395
Pav,105858
Peg,677
Peg,1067
Peg,107315
Peg,107354
Peg,109176
Peg,109352
Peg,109427
Peg,112029
Peg,112158
Peg,112440
Peg,112447
Peg,112748
Peg,113881
Peg,113963
Per,13254
Per,13268
Per,14328
Per,14354
Per,14576
Per,15863
Per,17358
Per,17448
Per,18246
Per,18532
Per,18614
Phe,765
Phe,2072
Phe,2081
Phe,5165
Phe,5348
Phe,6867
Phe,7083
Phe,8837
Pic,27321
Pic,27530
Pic,32607
PsA,107608
PsA,108661
PsA,109422
PsA,111188
PsA,111954
PsA,113246
PsA,113368
Psc,1645
Psc,3760
Psc,4889
Psc,4906
Psc,5742
Psc,6193
Psc,7007
Psc,7097
Psc,7884
Psc,8198
Psc,8833
Psc,9487
Psc,114971
Psc,115738
Psc,115830
Psc,116771
Psc,116928
Psc,118268
Pup,31685
Pup,32768
Pup,35264
Pup,36377
Pup,38146
Pup,39429
Pup,39757
Pyx,42515
Pyx,42828
Pyx,43409
Ret,17440
Ret,18597
Ret,19780
Ret,19921
Scl,4577
Scl,115102
Scl,116231
Sco,78265
Sco,78401
Sco,78820
Sco,80763
Sco,81266
Sco,82396
Sco,82514
Sco,82671
Sco,84143
Sco,85927
Sco,86228
Sco,86670
Sco,87073
Sct,90595
Sct,91117
Sct,92175
Sct,92202
Sct,92814
Ser,76276
Ser,77070
Ser,77233
Ser,77450
Ser,77516
Ser,77622
Ser,78072
Ser,84880
Ser,86263
Ser,86565
Ser,89962
Ser,92946
Sex,49641
Sex,51437
Sge,96757
Sge,96837
Sge,97365
Sge,98337
Sge,98920
Sgr,87072
Sgr,88635
Sgr,89341
Sgr,89642
Sgr,89931
Sgr,90185
Sgr,90496
Sgr,92041
Sgr,92855
Sgr,93085
Sgr,93506
Sgr,93683
Sgr,93864
Sgr,94820
Sgr,95168
Sgr,95294
Sgr,95347
Sgr,96406
Sgr,98032
Sgr,98412
Sgr,98688
Tau,15900
Tau,17847
Tau,18724
Tau,20205
Tau,20455
Tau,20648
Tau,20889
Tau,20894
Tau,21421
Tau,21881
Tau,25428
Tau,26451
Tel,90422
Tel,90568
TrA,74946
TrA,77952
TrA,82273
Tri,8796
Tri,10064
Tri,10559
Tuc,1599
Tuc,2484
Tuc,110130
Tuc,114996
UMa,41704
UMa,44127
UMa,44471
UMa,46733
UMa,46853
UMa,48319
UMa,48402
UMa,50372
UMa,50801
UMa,53910
UMa,54061
UMa,54539
UMa,57399
UMa,58001
UMa,59774
UMa,62956
UMa,65378
UMa,67301
UMi,11767
UMi,72607
UMi,75097
UMi,77055
UMi,79822
UMi,82080
UMi,85822
Vel,39953
Vel,42536
Vel,42913
Vel,44816
Vel,45941
Vel,46651
Vel,48774
Vel,50191
Vel,51986
Vel,52727
Vir,57380
Vir,60030
Vir,61941
Vir,63090
Vir,63608
Vir,65474
Vir,66249
Vir,68520
Vir,69427
Vir,69701
Vir,71957
Vir,72220
Vol,34481
Vol,35228
Vol,37504
Vol,39794
Vol,41312
Vol,44382
Vul,95771
Vul,98543
